timestamp,value
2011-07-01 00:00:01,0.08196473551639999
2011-07-01 01:00:01,0.0989722357526
2011-07-01 02:00:01,0.0653139485883
2011-07-01 03:00:01,0.0706628339533
2011-07-01 04:00:01,0.102490196078
2011-07-01 05:00:01,0.12339464882899999
2011-07-01 06:00:01,0.153045112782
2011-07-01 07:00:01,0.148321513002
2011-07-01 08:00:01,0.218257756563
2011-07-01 09:00:01,0.22659793814399998
2011-07-01 10:00:01,0.174045801527
2011-07-01 11:00:01,0.159901960784
2011-07-01 12:00:01,0.145626477541
2011-07-01 13:00:01,0.143828571429
2011-07-01 14:00:01,0.136604651163
2011-07-01 15:00:01,0.134952494062
2011-07-01 16:00:01,0.112707774799
2011-07-01 17:00:01,0.103763277693
2011-07-01 18:00:01,0.0987147766323
2011-07-01 19:00:01,0.0916247582205
2011-07-01 20:00:01,0.08049516908210001
2011-07-01 21:00:01,0.08457839262189999
2011-07-01 22:00:01,0.0866643159379
2011-07-01 23:00:01,0.0988316679477
2011-07-02 00:00:01,0.11795614722000002
2011-07-02 01:00:01,0.0909769230769
2011-07-02 02:00:01,0.08432432432430001
2011-07-02 03:00:01,0.06947448206160001
2011-07-02 04:00:01,0.0712875751503
2011-07-02 05:00:01,0.07381991814460001
2011-07-02 06:00:01,0.113498134328
2011-07-02 07:00:01,0.14145806451600001
2011-07-02 08:00:01,0.189128787879
2011-07-02 09:00:01,0.151339712919
2011-07-02 10:00:01,0.155231143552
2011-07-02 11:00:01,0.14298245614
2011-07-02 12:00:01,0.144218181818
2011-07-02 13:00:01,0.14336650082900002
2011-07-02 14:00:01,0.152361516035
2011-07-02 15:00:01,0.143050228311
2011-07-02 16:00:01,0.10218382861099999
2011-07-02 17:00:01,0.09247311827960002
2011-07-02 18:00:01,0.07645569620249999
2011-07-02 19:00:01,0.0743530192435
2011-07-02 20:00:01,0.0709893842887
2011-07-02 21:00:01,0.0571908831909
2011-07-02 22:00:01,0.06290963629549999
2011-07-02 23:00:01,0.065544768069
2011-07-03 00:00:01,0.056716016150699995
2011-07-03 01:00:01,0.0587607170694
2011-07-03 02:00:01,0.0598788546256
2011-07-03 03:00:01,0.051283236994199996
2011-07-03 04:00:01,0.0591086065574
2011-07-03 05:00:01,0.06913990825689999
2011-07-03 06:00:01,0.091963099631
2011-07-03 07:00:01,0.124621212121
2011-07-03 08:00:01,0.218095238095
2011-07-03 09:00:01,0.172130325815
2011-07-03 10:00:01,0.142936288089
2011-07-03 11:00:01,0.14734138972799998
2011-07-03 12:00:01,0.12313829787200001
2011-07-03 13:00:01,0.123795986622
2011-07-03 14:00:01,0.12145879732699999
2011-07-03 15:00:01,0.114387596899
2011-07-03 16:00:01,0.0894912891986
2011-07-03 17:00:01,0.07978516978519999
2011-07-03 18:00:01,0.0724256756757
2011-07-03 19:00:01,0.0671052631579
2011-07-03 20:00:01,0.0625718496684
2011-07-03 21:00:01,0.05120573355819999
2011-07-03 22:00:01,0.050217721519
2011-07-03 23:00:01,0.05308333333330001
2011-07-04 00:00:01,0.0454658136745
2011-07-04 01:00:01,0.048201189296300004
2011-07-04 02:00:01,0.042470708099800004
2011-07-04 03:00:01,0.0361947700631
2011-07-04 04:00:01,0.0423479561316
2011-07-04 05:00:01,0.061608133086900004
2011-07-04 06:00:01,0.0973949579832
2011-07-04 07:00:01,0.122106918239
2011-07-04 08:00:01,0.182614213198
2011-07-04 09:00:01,0.17612456747400002
2011-07-04 10:00:01,0.146950672646
2011-07-04 11:00:01,0.121809045226
